Treatment,Number_CDR3,Habs,H
Pre,15,2.473115774,0.633013829
Pre,45,5.182549451,0.943679549
Pre,3,1.148834854,0.724834092
Pre,4,1.187646497,0.593823248
Pre,2,0.096944606,0.096944606
Pre,11,2.850861861,0.824083889
Pre,13,2.302776824,0.622298159
Pre,10,2.689167594,0.809520109
Pre,15,3.243266594,0.830140111
Pre,8,2.398758193,0.799586064
Pre,51,5.21225105,0.918875214
Pre,28,3.882994264,0.80771949
Pre,12,2.135561546,0.595699828
Pre,7,1.915308297,0.682246581
Pre,65,3.202792489,0.531816154
Pre,10,2.67673703,0.805778137
Pre,189,6.589115409,0.871317665
Pre,3,1.214540408,0.76628968
Pre,104,5.779988165,0.862628187
Pre,48,5.056265671,0.905335653
Pre,94,3.883145933,0.592431657
Pre,2,0.828055725,0.828055725
Pre,19,2.32954984,0.548396796
Pre,2,0.918295834,0.918295834
Pre,3,1.5,0.94639463
Pre,41,5.137537511,0.958933764
Pre,26,3.595391343,0.764905319
Pre,2,0.721928095,0.721928095
Pre,10,2.513493417,0.756636912
Pre,15,3.24920759,0.831660757
Pre,8,2.589518303,0.863172768
Pre,5,2.321928095,1
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,3,1.402081403,0.884614874
Pre,4,1.842370993,0.921185497
Pre,1,0,0
Pre,2,0.031604031,0.031604031
Pre,1,0,0
Pre,8,2.710777084,0.903592361
Pre,15,2.94435641,0.753631651
Pre,2,1,1
Pre,19,3.422400089,0.805663486
Pre,2,0.038403574,0.038403574
Pre,20,3.347606654,0.774563246
Pre,3,0.69984284,0.441551671
Pre,47,5.066092697,0.912055389
Pre,7,2.29432426,0.817254791
Pre,95,4.762678449,0.724928938
Pre,68,5.118235428,0.840783026
Pre,32,1.579236175,0.315847235
Pre,57,3.255958878,0.558206801
Pre,23,3.883843034,0.85858071
Pre,25,1.524397847,0.328261209
Pre,11,2.580422729,0.745909448
Pre,17,3.543075913,0.866815443
Pre,29,4.062240591,0.836199358
Pre,16,3.559998008,0.889999502
Pre,16,3.163482027,0.790870507
Pre,36,2.542323263,0.491752446
Pre,21,4.040233773,0.919841028
Pre,29,3.166931752,0.65190287
Pre,82,4.830799917,0.759852206
Pre,11,1.600528583,0.462656517
Pre,32,4.755365864,0.951073173
Pre,5,1.879964949,0.809656833
Pre,6,2.282588731,0.883025858
Pre,92,5.891905382,0.903173055
Pre,97,3.75580375,0.569068689
Pre,22,3.945334122,0.884716811
Pre,32,2.902594681,0.580518936
Pre,39,2.751401919,0.520566232
Pre,20,3.536783582,0.818334666
Pre,4,2,1
Pre,18,4.061482187,0.973994061
Pre,24,4.236480393,0.923994557
Pre,36,1.252755807,0.24231605
Pre,1,0,0
Pre,31,3.703371146,0.747522083
Pre,5,0.812842679,0.350072287
Pre,14,2.722229996,0.714992443
Pre,16,1.898913586,0.474728397
Pre,28,3.861562294,0.803261327
Pre,23,2.830468161,0.625716678
Pre,24,2.561148772,0.55859754
Pre,7,2.383382854,0.848978102
Pre,4,1.921928095,0.960964047
Pre,10,2.669372149,0.803561086
Pre,15,2.888813597,0.739415022
Pre,6,2.321928095,0.898244402
Pre,7,0.215614759,0.076803527
Pre,2,1,1
Pre,3,1.448815636,0.914100892
Pre,1,0,0
Pre,32,4.226120949,0.84522419
Pre,10,2.730381618,0.821926767
Pre,7,2.021011968,0.719898988
Pre,2,0.566509507,0.566509507
Pre,41,4.42852805,0.826595439
Pre,44,2.867640866,0.525263629
Pre,8,1.395910002,0.465303334
Pre,3,1.5,0.94639463
Pre,53,4.341137135,0.757890611
Pre,17,3.627620407,0.887499299
Pre,3,1.5,0.94639463
Pre,21,4.079772731,0.928842872
Pre,1,0,0
Pre,31,4.188857243,0.845517008
Pre,2,0.918295834,0.918295834
Pre,14,1.103228142,0.289762358
Pre,2,1,1
Pre,35,4.391772877,0.856215744
Pre,6,2.584962501,1
Pre,72,5.154375829,0.83540332
Pre,61,1.294518164,0.218272719
Pre,82,5.366291798,0.844081463
Pre,6,2.28778372,0.885035554
Pre,53,4.985375739,0.870363997
Pre,17,3.321753064,0.812668688
Pre,202,5.914007625,0.772243968
Pre,5,0.373475627,0.160847198
Pre,45,3.476151819,0.632965186
Pre,2,1,1
Pre,74,3.700787464,0.595992472
Pre,5,2.251629167,0.9697239
Pre,16,0.427389522,0.106847381
Pre,13,3.271870002,0.884184111
Pre,2,1,1
Pre,10,2.823067982,0.849828142
Pre,165,5.567999401,0.755872366
Pre,1,0,0
Pre,12,3.243735757,0.904817207
Pre,3,1.584962501,1
Pre,40,2.142025416,0.402490484
Pre,8,2.947702779,0.982567593
Pre,7,2.495602924,0.888951698
Pre,64,3.160076947,0.526679491
Pre,10,2.803188813,0.843843916
Pre,32,2.453473716,0.490694743
Pre,14,3.066769406,0.805485559
Pre,58,4.832565192,0.824954058
Pre,28,2.648345926,0.550894612
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,132,5.253707695,0.745799796
Pre,9,1.768679285,0.557956193
Pre,110,3.230576229,0.47639063
Pre,41,4.513057674,0.842373097
Pre,8,2.277327683,0.759109228
Pre,57,4.459964663,0.76462348
Pre,7,1.820438145,0.648453151
Pre,44,4.251177108,0.778684926
Pre,24,4.213502264,0.918982928
Pre,21,3.512532643,0.79969918
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,112,4.933145955,0.724678823
Pre,8,2.846439345,0.948813115
Pre,82,4.420766368,0.695356698
Pre,42,3.520331874,0.652842108
Pre,39,3.624684942,0.685791694
Pre,6,2.405639062,0.930628224
Pre,32,3.045841354,0.609168271
Pre,25,4.146297466,0.892856561
Pre,1,0,0
Pre,12,3.288320189,0.91725372
Pre,16,0.551105712,0.137776428
Pre,9,2.963745994,0.934957765
Pre,13,3.294663586,0.890343807
Pre,17,3.789898095,0.927200624
Pre,2,0.811278124,0.811278124
Pre,61,4.643678537,0.782985027
Pre,28,4.047487739,0.841936534
Pre,20,3.320031427,0.768182939
Pre,84,3.709202082,0.58025937
Pre,18,3.497515003,0.8387477
Pre,109,4.231907152,0.625264761
Pre,49,4.826886553,0.859685841
Pre,20,2.924406862,0.676644034
Pre,17,3.704302932,0.90625972
Pre,72,5.275892797,0.855098368
Pre,21,3.968918564,0.903604677
Pre,104,5.385076625,0.803690034
Pre,11,3.141619208,0.908131611
Pre,9,2.599817317,0.82015105
Pre,15,3.605388542,0.92282813
Pre,14,3.725480557,0.978495736
Pre,2,1,1
Pre,7,2.353533949,0.838345708
Pre,6,2.419381946,0.935944697
Pre,5,1.496640762,0.644568092
Pre,6,2.5,0.967132018
Pre,6,2.481714573,0.960058249
Pre,23,3.259201117,0.720494413
Pre,11,3.004886164,0.868606897
Pre,6,2.584962501,1
Pre,2,0.918295834,0.918295834
Pre,5,2.128085279,0.916516443
Pre,2,0.918295834,0.918295834
Pre,3,1.20091028,0.757690027
Pre,11,0.83382761,0.241030233
Pre,2,0.918295834,0.918295834
Pre,9,1.697957167,0.535645849
Pre,1,0,0
Pre,8,2.947702779,0.982567593
Pre,2,1,1
Pre,13,3.332429282,0.900549539
Pre,1,0,0
Pre,2,1,1
Pre,1,0,0
Pre,2,0.337290067,0.337290067
Pre,2,1,1
Pre,2,1,1
Pre,3,1.584962501,1
Pre,2,0.918295834,0.918295834
Pre,5,2.128085279,0.916516443
Pre,2,0.918295834,0.918295834
Pre,4,2,1
Pre,1,0,0
Pre,2,0.918295834,0.918295834
Pre,10,3.051108501,0.918475179
Pre,45,5.034382536,0.916700146
Pre,23,3.590002852,0.793623009
Pre,93,5.081343387,0.777063768
Pre,28,4.148526695,0.862954112
Pre,54,1.88379084,0.327337561
Pre,8,2.090989967,0.696996656
Pre,1,0,0
Pre,8,1.156457247,0.385485749
Pre,5,2.197159723,0.946265187
Pre,3,0.350103828,0.220890922
Pre,80,5.46174829,0.86393711
Pre,94,4.45081264,0.679037654
Pre,13,2.478664915,0.669829832
Pre,14,3.565448372,0.936463357
Pre,71,5.331816311,0.866997652
Pre,20,1.828984426,0.423187148
Pre,3,1.584962501,1
Pre,53,4.27804799,0.746876292
Pre,23,3.674003732,0.812192641
Pre,44,4.473410057,0.819391169
Pre,7,2.75,0.979569765
Pre,39,4.56354763,0.863424852
Pre,3,1.584962501,1
Pre,88,1.503040705,0.232689313
Pre,100,4.466769052,0.672315734
Pre,35,3.413531148,0.665498694
Pre,72,4.456797595,0.722342264
Pre,7,2.353533949,0.838345708
Pre,102,4.656071428,0.697807947
Pre,59,3.396819325,0.577430807
Pre,4,1.789929075,0.894964538
Pre,3,1.351644115,0.852792488
Pre,2,0.918295834,0.918295834
Pre,4,1.921928095,0.960964047
Pre,1,0,0
Pre,4,0.766509507,0.383254753
Pre,14,2.955776644,0.776333361
Pre,14,2.574975097,0.676316012
Pre,25,3.790171882,0.81616909
Pre,1,0,0
Pre,4,2,1
Pre,7,1.575770665,0.561300836
Pre,69,4.087979682,0.669225393
Pre,2,0.811278124,0.811278124
Pre,30,2.23763328,0.45601858
Pre,21,1.591817205,0.362409419
Pre,28,3.175730371,0.660598276
Pre,45,2.324067641,0.423184597
Pre,15,3.295789432,0.843583753
Pre,31,3.565315898,0.719655757
Pre,10,2.415564415,0.727157345
Pre,40,4.463805035,0.838757111
Pre,57,4.959204785,0.850214006
Pre,37,3.427642183,0.657965806
Pre,18,3.537786103,0.848405212
Pre,4,1.038920595,0.519460298
Pre,1,0,0
Pre,2,1,1
Pre,14,3.40915298,0.895412445
Pre,4,1.356779649,0.678389825
Pre,33,3.985362023,0.790057622
Pre,7,2.100535766,0.748225937
Pre,68,3.925625902,0.644870614
Pre,63,4.934834968,0.825598773
Pre,30,3.388714316,0.690603194
Pre,2,0.918295834,0.918295834
Pre,15,2.911137883,0.745129102
Pre,6,1.556779649,0.602244578
Pre,7,2.062133574,0.7345468
Pre,17,3.383978171,0.827892094
Pre,1,0,0
Pre,5,1.821031958,0.784275776
Pre,2,0.918295834,0.918295834
Pre,3,1.224394445,0.772506886
Pre,5,1.736041168,0.747672235
Pre,3,1.5,0.94639463
Pre,2,0.371232327,0.371232327
Pre,4,1.836591668,0.918295834
Pre,4,1.664497779,0.83224889
Pre,1,0,0
Pre,49,5.03783953,0.897257324
Pre,4,1.905639062,0.952819531
Pre,92,5.200407265,0.797172971
Pre,3,1.5,0.94639463
Pre,62,4.234961029,0.711256534
Pre,48,4.487826658,0.803555379
Pre,25,3.485760145,0.750617591
Pre,7,0.167228386,0.059567953
Pre,6,2.034940914,0.787222605
Pre,11,3.149673447,0.910459808
Pre,2,0.918295834,0.918295834
Pre,6,2.521640636,0.975503759
Pre,3,1.521928095,0.960229718
Pre,14,1.953916225,0.513195188
Pre,5,2.251629167,0.9697239
Pre,1,0,0
Pre,1,0,0
Pre,7,2.807354922,1
Pre,2,1,1
Pre,13,3.594465637,0.97136176
Pre,15,0.476379338,0.121933114
Pre,15,3.028645326,0.775206075
Pre,1,0,0
Pre,18,4.121928095,0.988489743
Pre,3,0.208563662,0.13158902
Pre,29,2.212702787,0.45547786
Pre,2,1,1
Pre,25,3.074061429,0.661963098
Pre,10,2.868507899,0.86350692
Pre,12,2.487122805,0.693765362
Pre,18,3.721162659,0.892381196
Pre,30,3.929874968,0.800889054
Pre,15,2.434932108,0.623240413
Pre,38,4.131733808,0.787307713
Pre,63,5.357553144,0.896319599
Pre,13,3.066084649,0.828573057
Pre,75,3.921098274,0.629509136
Pre,1,0,0
Pre,19,0.43703571,0.102882102
Pre,11,3.308270835,0.956304734
Pre,7,2.661226256,0.947947919
Pre,49,4.035183214,0.718680631
Pre,7,2.051519136,0.730765861
Pre,55,4.512484522,0.780523051
Pre,16,3.24710375,0.811775938
Pre,49,2.518233962,0.448506518
Pre,8,2.323219672,0.774406557
Pre,34,2.796599839,0.549704229
Pre,38,2.022441588,0.385379101
Pre,26,3.624991403,0.771202615
Pre,18,2.302015095,0.552051918
Pre,3,0.69984284,0.441551671
Pre,1,0,0
Pre,13,3.503258335,0.946714067
Pre,4,1.548794941,0.77439747
Pre,19,1.778968566,0.418785057
Pre,1,0,0
Pre,7,2.436278124,0.867819778
Pre,17,3.514854189,0.859910983
Pre,16,3.188431133,0.797107783
Pre,28,3.944595562,0.820533459
Pre,35,4.635976653,0.903825474
Pre,56,2.30602628,0.397087196
Pre,24,3.625730979,0.790787488
Pre,41,2.135013903,0.398505493
Pre,52,4.978391939,0.873334722
Pre,40,3.737345814,0.702254098
Pre,3,1.5,0.94639463
Pre,17,3.936260028,0.96300815
Pre,3,1.061278124,0.669591946
Pre,17,3.436565845,0.840757697
Pre,17,2.545089023,0.622657409
Pre,24,4.241617779,0.925115043
Pre,7,2.05148218,0.730752697
Pre,1,0,0
Pre,1,0,0
Pre,4,2,1
Pre,32,0.632235887,0.126447177
Pre,8,1.754740426,0.584913475
Pre,2,1,1
Pre,47,2.793449752,0.502908465
Pre,12,3.452819531,0.963139651
Pre,22,1.644767814,0.368829025
Pre,14,3.106179151,0.81583651
Pre,14,3.14746291,0.82667967
Pre,19,3.73218294,0.87858913
Pre,10,2.584962501,0.77815125
Pre,5,1.584962501,0.682606194
Pre,3,0.868392729,0.547894811
Pre,10,1.999790412,0.601996899
Pre,14,1.470021254,0.386100399
Pre,4,1.918295834,0.959147917
Pre,3,0.497150184,0.313666843
Pre,7,2.623516641,0.934515483
Pre,2,0.503258335,0.503258335
Pre,1,0,0
Pre,109,5.278263636,0.77986405
Pre,24,4.34359783,0.947357329
Pre,145,5.151536933,0.717493337
Pre,64,4.928287296,0.821381216
Pre,28,4.396648374,0.914567043
Pre,29,4.306732142,0.88652717
Pre,9,2.492611047,0.786331237
Pre,4,2,1
Pre,29,4.319488853,0.889153098
Pre,1,0,0
Pre,1,0,0
Pre,8,2.891378171,0.963792724
Pre,1,0,0
Pre,62,4.759104537,0.799285796
Pre,37,3.807590838,0.730900264
Pre,48,4.843548681,0.867248201
Pre,7,1.256058553,0.447417084
Pre,49,4.797470638,0.854446761
Pre,11,3.246439345,0.938431425
Pre,82,3.881233249,0.610491781
Pre,7,1.579960347,0.562793231
Pre,13,0.331243277,0.089514572
Pre,9,3.085055103,0.973226528
Pre,4,2,1
Pre,2,0.918295834,0.918295834
Pre,17,3.14271817,0.768867704
Pre,1,0,0
Pre,8,1.77768669,0.59256223
Pre,3,1.448815636,0.914100892
Pre,12,3.350209029,0.934517175
Pre,48,4.364384598,0.781452802
Pre,43,1.74466424,0.321522137
Pre,9,3.056564762,0.964238826
Pre,25,3.831685098,0.825108475
Pre,12,3.24041553,0.903891053
Pre,1,0,0
Pre,1,0,0
Pre,1,0,0
Pre,40,4.034567152,0.75810253
Pre,1,0,0
Pre,1,0,0
Pre,170,6.038194984,0.814938102
Pre,54,4.309326052,0.748811519
Pre,129,5.645161845,0.805160301
Pre,26,4.479143374,0.952920076
Pre,99,5.915388554,0.892302058
Pre,7,2.646439345,0.942680715
Pre,192,6.393541882,0.842923334
Pre,92,4.676177256,0.716813497
Pre,70,4.609544251,0.752052767
Pre,43,4.397399166,0.810391561
Pre,50,4.59613697,0.814361106
Pre,10,2.819159261,0.8486515
Pre,106,5.411064935,0.804270052
Pre,14,1.477621009,0.388096471
Pre,18,3.653024608,0.876040842
Pre,17,3.365907544,0.823471105
Pre,25,4.403055907,0.948146482
Pre,27,1.874196571,0.394162127
Pre,10,2.413088436,0.726412002
Pre,4,2,1
Pre,23,3.993443131,0.882809425
Pre,1,0,0
Pre,10,3.189898095,0.96025501
Pre,32,3.576731606,0.715346321
Pre,9,2.777776811,0.87629102
Pre,137,3.133054858,0.441397675
Pre,75,3.770640369,0.60535401
Pre,48,4.09051902,0.73241656
Pre,52,2.974548646,0.521810385
Pre,5,1.673794941,0.720864244
Pre,68,1.725407879,0.283436289
Pre,80,2.890716361,0.457252332
Pre,26,3.838117358,0.816544321
Pre,35,3.651919656,0.711974684
Pre,60,3.740262772,0.633203326
Pre,13,3.268440073,0.883257213
Pre,7,2.466247897,0.878495226
Pre,2,0.650022422,0.650022422
Pre,4,1.548794941,0.77439747
Pre,2,1,1
Pre,1,0,0
Pre,17,4.004886164,0.979797571
Pre,14,2.278387811,0.598417499
Pre,14,3.533771256,0.928143377
Pre,27,4.166286456,0.876211362
Pre,2,0.811278124,0.811278124
Pre,9,1.829548488,0.577158288
Pre,7,1.916441986,0.682650409
Pre,4,0.748953015,0.374476507
Pre,101,4.946241666,0.742878426
Pre,47,3.787493417,0.681867465
Pre,72,4.56322807,0.739592146
Pre,7,1.526528596,0.543760457
Pre,45,2.035129166,0.370572397
Pre,14,3.438627221,0.903153841
Pre,110,4.217857811,0.621978186
Pre,14,1.889175751,0.496191133
Pre,2,1,1
Pre,5,2.231270255,0.960955793
Pre,56,3.855579296,0.663913149
Pre,28,2.090597329,0.434874762
Pre,51,3.725059456,0.656696075
Pre,21,3.642404644,0.829267171
Pre,19,3.977916875,0.936437089
Pre,13,2.865995924,0.774501449
Pre,3,1.459147917,0.920619836
Pre,14,3.207923473,0.842559608
Pre,1,0,0
Pre,8,2.278203801,0.759401267
On,3,0.834347023,0.526414362
On,1,0,0
On,110,4.025600132,0.593627282
On,89,3.359998135,0.518859859
On,68,4.062279588,0.667318996
On,66,3.874210153,0.640959222
On,17,2.66203645,0.651268661
On,184,5.394569773,0.717023373
On,7,2.75,0.979569765
On,123,6.223256621,0.896398072
On,76,4.500410776,0.720304576
On,43,3.595374055,0.662587289
On,13,1.875905279,0.50694118
On,196,5.620200705,0.738071551
On,24,0.669482655,0.146017041
On,116,5.712832978,0.833019657
On,14,3.189440746,0.837705129
On,131,4.230622116,0.601502585
On,19,3.880737055,0.913560093
On,118,5.428038832,0.788656159
On,68,2.981710502,0.489811697
On,43,2.371403469,0.437023178
On,25,1.964446088,0.42302044
On,39,1.764859549,0.333912061
On,12,2.295878778,0.640419189
On,63,2.30354418,0.385383353
On,75,3.810323111,0.611724839
On,16,3.296439345,0.824109836
On,75,2.952886323,0.474068434
On,1,0,0
On,6,2.5,0.967132018
On,1,0,0
On,25,1.186933825,0.255592287
On,2,0.031869234,0.031869234
On,25,3.851735062,0.829426
On,17,1.236982114,0.302628345
On,38,3.102813635,0.591245521
On,7,2.285678055,0.814174951
On,1,0,0
On,3,0.066592799,0.042015378
On,2,1,1
On,7,2.257717469,0.804215189
On,1,0,0
On,7,1.101050268,0.392202019
On,2,0.992774454,0.992774454
On,1,0,0
On,5,2.088376372,0.899414748
On,56,4.169169917,0.717912022
On,26,1.23695454,0.263157197
On,129,4.423117462,0.630862087
On,63,4.459862909,0.746135862
On,1,0,0
On,1,0,0
On,1,0,0
On,31,4.286818362,0.865290371
On,57,4.382569814,0.751354784
On,10,2.854555862,0.859306939
On,12,3.421928095,0.954522703
On,22,3.618829566,0.811500181
On,14,2.671101415,0.701563545
On,19,2.339664332,0.550777838
On,33,2.702689479,0.535780793
On,9,1.803508855,0.568943699
On,1,0,0
On,44,1.280388529,0.234527808
On,2,0.684038436,0.684038436
On,46,4.252760406,0.769930787
On,8,1.505208916,0.501736305
On,12,3.118670634,0.869931173
On,19,1.547823339,0.36437141
On,2,1,1
On,67,4.548382216,0.749804705
On,13,2.407956138,0.650721623
On,33,1.386874198,0.274933751
On,30,4.091830083,0.833894704
On,27,2.674251194,0.562421549
On,5,1.86421334,0.802872985
On,131,5.365064436,0.762795645
On,5,2.321928095,1
On,14,2.660997565,0.698909773
On,5,2.321928095,1
On,1,0,0
On,30,1.76775942,0.360260614
On,32,0.996998715,0.199399743
On,110,3.813458204,0.562344185
On,16,1.983775158,0.49594379
On,22,2.99267708,0.671089353
On,104,2.669253523,0.398369903
On,79,2.380171605,0.377578425
On,31,4.339540007,0.875932187
On,11,2.242227839,0.648149201
On,12,0.415389085,0.115869855
On,2,1,1
On,13,1.34236928,0.362759397
On,12,2.690289511,0.750437281
On,3,1.148834854,0.724834092
On,4,1.664497779,0.83224889
On,46,4.469381981,0.80914852
On,18,3.544808029,0.850089157
On,70,4.656122158,0.759652009
On,45,2.053612698,0.373938025
On,28,3.000677123,0.624184644
On,12,3.382568083,0.943543505
On,10,2.234046707,0.672515071
On,41,4.136510159,0.772089595
On,45,4.241358643,0.772300091
On,14,2.582344532,0.678251591
On,22,3.988316711,0.894355391
On,20,2.899290942,0.670832758
On,1,0,0
On,52,5.158782325,0.904979717
On,2,0.684038436,0.684038436
On,6,1.104882412,0.427426863
On,3,0.049153826,0.031012611
On,9,2.460610379,0.77623615
On,17,2.132452199,0.521705587
On,12,3.20869497,0.895042827
On,17,2.891753223,0.707468994
On,6,2.289246429,0.885601407
On,44,4.685915808,0.858315688
On,35,4.296799655,0.837699858
On,9,2.43597929,0.768465907
On,10,2.718953282,0.818486495
On,85,2.239254869,0.34937093
On,8,1.668821231,0.556273744
On,201,6.206720411,0.811224478
On,2,0.886540893,0.886540893
On,122,5.395004508,0.778417107
On,55,4.668421849,0.807495482
On,109,3.638689843,0.537616836
On,2,0.619382195,0.619382195
On,12,2.169631803,0.605203486
On,2,0.918295834,0.918295834
On,1,0,0
On,7,1.758842713,0.626512415
On,40,5.17137315,0.971710451
On,22,3.237907546,0.726080771
On,1,0,0
On,26,4.139112211,0.880579788
On,17,3.362862331,0.822726092
On,11,2.599100046,0.751308403
On,3,1.459147917,0.920619836
On,2,0.543564443,0.543564443
On,2,0.650022422,0.650022422
On,1,0,0
On,2,0.659375881,0.659375881
On,1,0,0
On,2,0.863120569,0.863120569
On,6,0.318393005,0.123171228
On,20,3.682904896,0.852143954
On,13,2.814271447,0.760523522
On,1,0,0
On,23,3.641542461,0.805016599
On,5,0.074375931,0.03203197
On,13,2.233079672,0.603463329
On,5,1.19049247,0.512717199
On,51,4.89124668,0.862284893
On,9,2.365013649,0.746078739
On,105,4.657836996,0.693724557
On,80,4.607365397,0.728791174
On,37,1.625785692,0.31208374
On,66,2.302689097,0.380962765
On,4,2,1
On,34,1.158117987,0.227641562
On,17,2.681227887,0.655963856
On,24,3.710861468,0.809354813
On,43,4.310487695,0.794374748
On,14,3.104610386,0.815424474
On,18,0.817308184,0.196000692
On,40,1.521473472,0.285887642
On,25,4.250691292,0.915336548
On,41,2.771248655,0.517260244
On,102,4.453030109,0.667378034
On,11,1.028796215,0.297388799
On,48,5.131597465,0.918823978
On,3,0.921928095,0.581671866
On,4,1.918295834,0.959147917
On,101,5.638828507,0.846898378
On,112,3.818038251,0.560869573
On,28,3.781853736,0.786680783
On,35,2.325422921,0.453362178
On,32,3.139137844,0.627827569
On,18,2.896229268,0.694551885
On,3,1.584962501,1
On,12,2.769127502,0.772428582
On,23,4.078696876,0.901656021
On,38,1.197494863,0.228184338
On,1,0,0
On,37,3.383232238,0.64944093
On,4,1.75748399,0.878741995
On,18,2.782468783,0.667270702
On,22,1.82728335,0.409757006
On,24,1.780644992,0.388366315
On,2,0.721928095,0.721928095
On,31,2.81553585,0.56831334
On,8,2.705229003,0.901743001
On,5,1.584962501,0.682606194
On,9,1.890559916,0.596405251
On,1,0,0
On,4,2,1
On,12,0.378085443,0.105464267
On,2,0.99107606,0.99107606
On,6,2.299896391,0.889721375
On,2,1,1
On,22,3.774952408,0.846509764
On,17,3.627537097,0.887478917
On,12,2.242579393,0.625551702
On,1,0,0
On,43,3.548699874,0.653985759
On,54,2.389063916,0.415136511
On,5,0.819323727,0.352863523
On,15,3.495239258,0.894634537
On,1,0,0
On,35,3.73898328,0.728948523
On,1,0,0
On,19,3.263294496,0.768208611
On,1,0,0
On,27,4.51127238,0.948765324
On,1,0,0
On,27,3.592981023,0.755639544
On,20,3.447906357,0.797770412
On,16,0.701529123,0.175382281
On,4,1.721928095,0.860964047
On,36,4.818760421,0.932075498
On,120,5.699667416,0.825214666
On,82,0.703991725,0.110733145
On,109,5.226802638,0.772260681
On,13,3.46857663,0.937341747
On,79,4.969816856,0.788386693
On,21,2.485015424,0.56576408
On,271,5.548734407,0.686541955
On,3,0.117534383,0.074155939
On,62,4.004566404,0.672562038
On,2,0.970950594,0.970950594
On,73,3.892617813,0.62887369
On,4,1.918295834,0.959147917
On,25,2.412960432,0.519602747
On,9,2.545418529,0.802990143
On,6,2.446439345,0.946411928
On,7,2.278351812,0.81156529
On,1,0,0
On,48,3.968550978,0.710577909
On,31,4.200226463,0.847811875
On,6,1.714720263,0.663344347
On,52,1.269002416,0.22261483
